# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-12 09:51:29 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298500 SALT RIVER AT SHEPHERDSVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298500
#    DD parameter statistic   Description
#    05   00060     00003     Discharge, cubic feet per second (Mean)
#    08   80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#    09   80155     00003     Suspended sediment discharge, tons per day (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	05_00060_00003	05_00060_00003_cd	08_80154_00003	08_80154_00003_cd	09_80155_00003	09_80155_00003_cd
USGS	03298500	1956-04-03	1120	A	157	A	475	A
USGS	03298500	1956-04-04	1240	A	104	A	348	A
USGS	03298500	1956-04-05	1310	A	134	A	474	A
USGS	03298500	1956-04-06	1350	A	150	A	547	A
USGS	03298500	1956-04-07	3600	A			6400	A
USGS	03298500	1956-04-08	4080	A	998	A	11800	A
USGS	03298500	1956-04-09	1420	A	198	A	807	A
USGS	03298500	1956-04-10	1010	A	95	A	259	A
USGS	03298500	1956-04-11	953	A	45	A	116	A
USGS	03298500	1956-04-12	925	A	32	A	80	A
USGS	03298500	1956-04-13	720	A	35	A	68	A
USGS	03298500	1956-04-14	572	A	48	A	74	A
USGS	03298500	1956-04-15	2140	A	239	A	2140	A
USGS	03298500	1956-04-16	5920	A	944	A	15100	A
USGS	03298500	1956-04-17	3060	A	378	A	3360	A
USGS	03298500	1956-04-18	1670	A	145	A	654	A
USGS	03298500	1956-04-19	1300	A	57	A	200	A
USGS	03298500	1956-04-20	1120	A	28	A	85	A
USGS	03298500	1956-04-21	911	A	26	A	64	A
USGS	03298500	1956-04-22	722	A	22	A	43	A
USGS	03298500	1956-04-23	663	A	21	A	38	A
USGS	03298500	1956-04-24	616	A	22	A	36	A
USGS	03298500	1956-04-25	535	A	23	A	33	A
USGS	03298500	1956-04-26	510	A	23	A	32	A
USGS	03298500	1956-04-27	762	A	27	A	56	A
USGS	03298500	1956-04-28	730	A	30	A	59	A
USGS	03298500	1956-04-29	552	A	26	A	39	A
USGS	03298500	1956-04-30	474	A	28	A	36	A
USGS	03298500	1956-05-01	415	A	29	A	32	A
USGS	03298500	1956-05-02	1040	A	394	A	1890	A
USGS	03298500	1956-05-03	2620	A	1040	A	7760	A
USGS	03298500	1956-05-04	1260	A	174	A	592	A
USGS	03298500	1956-05-05	858	A	68	A	158	A
USGS	03298500	1956-05-06	658	A	50	A	89	A
USGS	03298500	1956-05-07	1210	A	125	A	408	A
USGS	03298500	1956-05-08	1220	A	75	A	247	A
USGS	03298500	1956-05-09	818	A	70	A	155	A
USGS	03298500	1956-05-10	587	A	80	A	127	A
USGS	03298500	1956-05-11	468	A	56	A	71	A
USGS	03298500	1956-05-12	395	A	42	A	45	A
USGS	03298500	1956-05-13	320	A	36	A	31	A
USGS	03298500	1956-05-14	260	A	30	A	21	A
USGS	03298500	1956-05-15	286	A	35	A	27	A
USGS	03298500	1956-05-16	390	A	49	A	52	A
USGS	03298500	1956-05-17	355	A	48	A	46	A
USGS	03298500	1956-05-18	305	A	48	A	38	A
USGS	03298500	1956-05-19	239	A	48	A	31	A
USGS	03298500	1956-05-20	172	A	50	A	23	A
USGS	03298500	1956-05-21	144	A	30	A	12	A
USGS	03298500	1956-05-22	114	A	19	A	6.0	A
USGS	03298500	1956-05-23	97	A	21	A	5.0	A
USGS	03298500	1956-05-24	80	A	24	A	5.0	A
USGS	03298500	1956-05-25	70	A	29	A	5.0	A
USGS	03298500	1956-05-26	63	A	26	A	4.0	A
USGS	03298500	1956-05-27	92	A	31	A	8.0	A
USGS	03298500	1956-05-28	169	A	46	A	21	A
USGS	03298500	1956-05-29	169	A	31	A	14	A
USGS	03298500	1956-05-30	172	A	29	A	13	A
USGS	03298500	1956-05-31	154	A	45	A	19	A
USGS	03298500	1956-06-01	235	A	65	A	41	A
USGS	03298500	1956-06-02	203	A	72	A	39	A
USGS	03298500	1956-06-03	130	A	63	A	22	A
USGS	03298500	1956-06-04	100	A	56	A	15	A
USGS	03298500	1956-06-05	80	A	30	A	6.0	A
USGS	03298500	1956-06-06	70	A	23	A	4.0	A
USGS	03298500	1956-06-07	53	A	18	A	2.0	A
USGS	03298500	1956-06-08	47	A	16	A	2.0	A
USGS	03298500	1956-06-09	41	A	15	A	2.0	A
USGS	03298500	1956-06-10	34	A			2.0	A
USGS	03298500	1956-06-11	32	A			2.0	A
USGS	03298500	1956-06-12	35	A			2.0	A
USGS	03298500	1956-06-13	50	A	29	A	4.0	A
USGS	03298500	1956-06-14	41	A	25	A	3.0	A
USGS	03298500	1956-06-15	40	A	16	A	2.0	A
USGS	03298500	1956-06-16	40	A	20	A	2.0	A
USGS	03298500	1956-06-17	48	A	31	A	4.0	A
USGS	03298500	1956-06-18	46	A	31	A	4.0	A
USGS	03298500	1956-06-19	52	A	35	A	5.0	A
USGS	03298500	1956-06-20	40	A	24	A	2.0	A
USGS	03298500	1956-06-21	92	A	55	A	9.0	A
USGS	03298500	1956-06-22	541	A			550	A
USGS	03298500	1956-06-23	1160	A			1400	A
USGS	03298500	1956-06-24	1200	A			800	A
USGS	03298500	1956-06-25	3420	A	2420	A	26100	A
USGS	03298500	1956-06-26	1040	A	650	A	1820	A
USGS	03298500	1956-06-27	489	A	410	A	541	A
USGS	03298500	1956-06-28	305	A	200	A	165	A
USGS	03298500	1956-06-29	184	A	151	A	75	A
USGS	03298500	1956-06-30	127	A	106	A	36	A
USGS	03298500	1956-07-01	111	A	80	A	24	A
USGS	03298500	1956-07-02	83	A	47	A	10	A
USGS	03298500	1956-07-03	63	A	39	A	7.0	A
USGS	03298500	1956-07-04	58	A	32	A	5.0	A
USGS	03298500	1956-07-05	72	A	35	A	8.0	A
USGS	03298500	1956-07-06	88	A	38	A	9.0	A
USGS	03298500	1956-07-07	54	A	26	A	4.0	A
USGS	03298500	1956-07-08	44	A	26	A	3.0	A
USGS	03298500	1956-07-09	47	A	60	A	8.0	A
USGS	03298500	1956-07-10	35	A	54	A	5.0	A
USGS	03298500	1956-07-11	29	A	37	A	3.0	A
USGS	03298500	1956-07-12	23	A	34	A	2.0	A
USGS	03298500	1956-07-13	27	A	35	A	2.0	A
USGS	03298500	1956-07-14	32	A	36	A	3.0	A
USGS	03298500	1956-07-15	32	A	50	A	4.0	A
USGS	03298500	1956-07-16	63	A	44	A	7.0	A
USGS	03298500	1956-07-17	72	A	35	A	7.0	A
USGS	03298500	1956-07-18	82	A	29	A	6.0	A
USGS	03298500	1956-07-19	227	A	54	A	33	A
USGS	03298500	1956-07-20	184	A	54	A	27	A
USGS	03298500	1956-07-21	114	A	58	A	18	A
USGS	03298500	1956-07-22	70	A	45	A	8.0	A
USGS	03298500	1956-07-23	222	A	59	A	39	A
USGS	03298500	1956-07-24	1190	A	320	A	1200	A
USGS	03298500	1956-07-25	1230	A	420	A	1390	A
USGS	03298500	1956-07-26	2050	A	550	A	3040	A
USGS	03298500	1956-07-27	753	A	201	A	432	A
USGS	03298500	1956-07-28	340	A	126	A	116	A
USGS	03298500	1956-07-29	1530	A	490	A	2800	A
USGS	03298500	1956-07-30	1410	A	621	A	2540	A
USGS	03298500	1956-07-31	580	A	220	A	344	A
USGS	03298500	1956-08-01	375	A	137	A	139	A
USGS	03298500	1956-08-02	875	A			250	A
USGS	03298500	1956-08-03	1580	A	402	A	1710	A
USGS	03298500	1956-08-04	714	A	204	A	393	A
USGS	03298500	1956-08-05	380	A	150	A	150	A
USGS	03298500	1956-08-06	235	A	124	A	79	A
USGS	03298500	1956-08-07	151	A	105	A	43	A
USGS	03298500	1956-08-08	102	A	86	A	24	A
USGS	03298500	1956-08-09	74	A	64	A	13	A
USGS	03298500	1956-08-10	58	A	48	A	8.0	A
USGS	03298500	1956-08-11	46	A	25	A	3.0	A
USGS	03298500	1956-08-12	38	A	24	A	2.0	A
USGS	03298500	1956-08-13	30	A	53	A	4.0	A
USGS	03298500	1956-08-14	65	A	50	A	9.0	A
USGS	03298500	1956-08-15	80	A	38	A	8.0	A
USGS	03298500	1956-08-16	67	A	35	A	6.0	A
USGS	03298500	1956-08-17	63	A	27	A	4.0	A
USGS	03298500	1956-08-18	61	A	37	A	6.0	A
USGS	03298500	1956-08-19	76	A	40	A	8.0	A
USGS	03298500	1956-08-20	117	A	40	A	13	A
USGS	03298500	1956-08-21	622	A	86	A	144	A
USGS	03298500	1956-08-22	492	A	100	A	133	A
USGS	03298500	1956-08-23	330	A	110	A	98	A
USGS	03298500	1956-08-24	188	A	114	A	58	A
USGS	03298500	1956-08-25	137	A	98	A	36	A
USGS	03298500	1956-08-26	97	A	73	A	19	A
USGS	03298500	1956-08-27	67	A	55	A	10	A
USGS	03298500	1956-08-28	52	A	42	A	6.0	A
USGS	03298500	1956-08-29	42	A	27	A	3.0	A
USGS	03298500	1956-08-30	34	A	34	A	3.0	A
USGS	03298500	1956-08-31	30	A	21	A	2.0	A
USGS	03298500	1956-09-01	27	A	34	A	2.0	A
USGS	03298500	1956-09-02	92	A	44	A	11	A
USGS	03298500	1956-09-03	86	A	46	A	11	A
USGS	03298500	1956-09-04	58	A	45	A	7.0	A
USGS	03298500	1956-09-05	47	A	27	A	3.0	A
USGS	03298500	1956-09-06	76	A	41	A	8.0	A
USGS	03298500	1956-09-07	67	A	50	A	9.0	A
USGS	03298500	1956-09-08	65	A	56	A	10	A
USGS	03298500	1956-09-09	46	A	58	A	7.0	A
USGS	03298500	1956-09-10	32	A	46	A	4.0	A
USGS	03298500	1956-09-11	22	A	30	A	2.0	A
USGS	03298500	1956-09-12	20	A	24	A	1.0	A
USGS	03298500	1956-09-13	15	A	25	A	1.0	A
USGS	03298500	1956-09-14	13	A	20	A	1.0	A
USGS	03298500	1956-09-15	15	A	15	A	1.0	A
USGS	03298500	1956-09-16	38	A	32	A	3.0	A
USGS	03298500	1956-09-17	595	A			320	A
USGS	03298500	1956-09-18	994	A	130	A	349	A
USGS	03298500	1956-09-19	524	A	134	A	190	A
USGS	03298500	1956-09-20	286	A	140	A	108	A
USGS	03298500	1956-09-21	147	A	138	A	55	A
USGS	03298500	1956-09-22	91	A	107	A	26	A
USGS	03298500	1956-09-23	59	A	74	A	12	A
USGS	03298500	1956-09-24	46	A	69	A	8.0	A
USGS	03298500	1956-09-25	35	A	75	A	7.0	A
USGS	03298500	1956-09-26	29	A	67	A	5.0	A
USGS	03298500	1956-09-27	22	A	70	A	4.0	A
USGS	03298500	1956-09-28	20	A	60	A	3.0	A
USGS	03298500	1956-09-29	15	A	48	A	2.0	A
USGS	03298500	1956-09-30	12	A	35	A	1.0	A
USGS	03298500	1956-10-01	11	A	29	A	1.0	A
USGS	03298500	1956-10-02	8.8	A	21	A	0.00	A
USGS	03298500	1956-10-03	239	A			410	A
USGS	03298500	1956-10-04	2890	A			9800	A
USGS	03298500	1956-10-05	1620	A	755	A	4010	A
USGS	03298500	1956-10-06	464	A	167	A	210	A
USGS	03298500	1956-10-07	223	A	93	A	56	A
USGS	03298500	1956-10-08	130	A	91	A	32	A
USGS	03298500	1956-10-09	88	A	95	A	22	A
USGS	03298500	1956-10-10	65	A	75	A	13	A
USGS	03298500	1956-10-11	52	A	65	A	9.0	A
USGS	03298500	1956-10-12	41	A	64	A	7.0	A
USGS	03298500	1956-10-13	35	A	63	A	6.0	A
USGS	03298500	1956-10-14	30	A	58	A	5.0	A
USGS	03298500	1956-10-15	24	A	34	A	2.0	A
USGS	03298500	1956-10-16	21	A	22	A	1.0	A
USGS	03298500	1956-10-17	14	A	28	A	1.0	A
USGS	03298500	1956-10-18	13	A	27	A	1.0	A
USGS	03298500	1956-10-19	11	A	25	A	1.0	A
USGS	03298500	1956-10-20	9.6	A	20	A	1.0	A
USGS	03298500	1956-10-21	8.8	A	13	A	0.00	A
USGS	03298500	1956-10-22	5.6	A	12	A	0.00	A
USGS	03298500	1956-10-23	4.9	A	14	A	0.00	A
USGS	03298500	1956-10-24	4.2	A	28	A	0.00	A
USGS	03298500	1956-10-25	2.5	A	43	A	0.00	A
USGS	03298500	1956-10-26	2.5	A	48	A	0.00	A
USGS	03298500	1956-10-27	2.5	A	43	A	0.00	A
USGS	03298500	1956-10-28	4.2	A	32	A	0.00	A
USGS	03298500	1956-10-29	7.2	A	24	A	0.00	A
USGS	03298500	1956-10-30	8.8	A	13	A	0.00	A
USGS	03298500	1956-10-31	9.6	A	11	A	0.00	A
USGS	03298500	1956-11-01	9.6	A	11	A	0.00	A
USGS	03298500	1956-11-02	12	A	11	A	0.00	A
USGS	03298500	1956-11-03	18	A	11	A	1.0	A
USGS	03298500	1956-11-04	15	A	11	A	0.00	A
USGS	03298500	1956-11-05	13	A	11	A	0.00	A
USGS	03298500	1956-11-06	12	A	10	A	0.00	A
USGS	03298500	1956-11-07	13	A	11	A	0.00	A
USGS	03298500	1956-11-08	13	A	12	A	0.00	A
USGS	03298500	1956-11-09	13	A	13	A	0.00	A
USGS	03298500	1956-11-10	13	A	12	A	0.00	A
USGS	03298500	1956-11-11	13	A	15	A	1.0	A
USGS	03298500	1956-11-12	13	A	19	A	1.0	A
USGS	03298500	1956-11-13	12	A	24	A	1.0	A
USGS	03298500	1956-11-14	11	A	25	A	1.0	A
USGS	03298500	1956-11-15	11	A	30	A	1.0	A
USGS	03298500	1956-11-16	11	A	28	A	1.0	A
USGS	03298500	1956-11-17	11	A	10	A	0.00	A
USGS	03298500	1956-11-18	11	A	10	A	0.00	A
USGS	03298500	1956-11-19	11	A	12	A	0.00	A
USGS	03298500	1956-11-20	13	A	15	A	1.0	A
USGS	03298500	1956-11-21	378	A	122	A	186	A
USGS	03298500	1956-11-22	1410	A	220	A	838	A
USGS	03298500	1956-11-23	738	A	173	A	345	A
USGS	03298500	1956-11-24	345	A	85	A	79	A
USGS	03298500	1956-11-25	219	A	64	A	38	A
USGS	03298500	1956-11-26	162	A	48	A	21	A
USGS	03298500	1956-11-27	127	A	38	A	13	A
USGS	03298500	1956-11-28	105	A	31	A	9.0	A
USGS	03298500	1956-11-29	91	A	24	A	6.0	A
USGS	03298500	1956-11-30	78	A	16	A	3.0	A
USGS	03298500	1956-12-01	70	A	20	A	4.0	A
USGS	03298500	1956-12-02	63	A	25	A	4.0	A
USGS	03298500	1956-12-03	58	A	18	A	3.0	A
USGS	03298500	1956-12-04	53	A	15	A	2.0	A
USGS	03298500	1956-12-05	52	A	15	A	2.0	A
USGS	03298500	1956-12-06	48	A	14	A	2.0	A
USGS	03298500	1956-12-07	50	A	17	A	2.0	A
USGS	03298500	1956-12-08	56	A	20	A	3.0	A
USGS	03298500	1956-12-09	231	A	53	A	45	A
USGS	03298500	1956-12-10	1430	A	127	A	490	A
USGS	03298500	1956-12-11	927	A	112	A	280	A
USGS	03298500	1956-12-12	610	A	77	A	127	A
USGS	03298500	1956-12-13	563	A	45	A	68	A
USGS	03298500	1956-12-14	1160	A	304	A	1430	A
USGS	03298500	1956-12-15	3110	A	1150	A	9660	A
USGS	03298500	1956-12-16	2050	A	297	A	1780	A
USGS	03298500	1956-12-17	1080	A	105	A	306	A
USGS	03298500	1956-12-18	770	A	68	A	141	A
USGS	03298500	1956-12-19	569	A	42	A	64	A
USGS	03298500	1956-12-20	1220	A	159	A	932	A
USGS	03298500	1956-12-21	7600	A	965	A	19800	A
USGS	03298500	1956-12-22	5570	A	267	A	4510	A
USGS	03298500	1956-12-23	1700	A	130	A	597	A
USGS	03298500	1956-12-24	1650	A	93	A	414	A
USGS	03298500	1956-12-25	1540	A	64	A	266	A
USGS	03298500	1956-12-26	1110	A	35	A	105	A
USGS	03298500	1956-12-27	862	A	22	A	51	A
USGS	03298500	1956-12-28	723	A	15	A	29	A
USGS	03298500	1956-12-29	622	A	19	A	32	A
USGS	03298500	1956-12-30	538	A	18	A	26	A
USGS	03298500	1956-12-31	474	A	8	A	10	A
USGS	03298500	1957-01-01	410	A	9	A	10	A
USGS	03298500	1957-01-02	345	A	7	A	6.0	A
USGS	03298500	1957-01-03	268	A	7	A	5.0	A
USGS	03298500	1957-01-04	247	A	5	A	3.0	A
USGS	03298500	1957-01-05	282	A	3	A	2.0	A
USGS	03298500	1957-01-06	278	A	8	A	6.0	A
USGS	03298500	1957-01-07	264	A	3	A	2.0	A
USGS	03298500	1957-01-08	268	A	5	A	4.0	A
USGS	03298500	1957-01-09	1690	A	183	A	1480	A
USGS	03298500	1957-01-10	6800	A	667	A	12200	A
USGS	03298500	1957-01-11	4770	A			4400	A
USGS	03298500	1957-01-12	1820	A	140	A	688	A
USGS	03298500	1957-01-13	1320	A	88	A	314	A
USGS	03298500	1957-01-14	1080	A	48	A	140	A
USGS	03298500	1957-01-15	863	A	28	A	65	A
USGS	03298500	1957-01-16	690	A	14	A	26	A
USGS	03298500	1957-01-17	566	A	12	A	18	A
USGS	03298500	1957-01-18	524	A	9	A	13	A
USGS	03298500	1957-01-19	425	A	8	A	9.0	A
USGS	03298500	1957-01-20	400	A	13	A	14	A
USGS	03298500	1957-01-21	415	A	8	A	9.0	A
USGS	03298500	1957-01-22	2150	A	387	A	4420	A
USGS	03298500	1957-01-23	10800	A	1110	A	32400	A
USGS	03298500	1957-01-24	8330	A	420	A	9450	A
USGS	03298500	1957-01-25	2860	A	257	A	1980	A
USGS	03298500	1957-01-26	1560	A	138	A	581	A
USGS	03298500	1957-01-27	1240	A	55	A	184	A
USGS	03298500	1957-01-28	1160	A	45	A	152	A
USGS	03298500	1957-01-29	2700	A	232	A	1850	A
USGS	03298500	1957-01-30	3980	A	30	A	322	A
USGS	03298500	1957-01-31	2810	A	163	A	1240	A
USGS	03298500	1957-02-01	4110	A	98	A	1090	A
USGS	03298500	1957-02-02	6030	A	187	A	3040	A
USGS	03298500	1957-02-03	3600	A	140	A	1360	A
USGS	03298500	1957-02-04	2400	A	68	A	441	A
USGS	03298500	1957-02-05	1990	A	32	A	172	A
USGS	03298500	1957-02-06	2570	A	37	A	257	A
USGS	03298500	1957-02-07	2350	A	51	A	324	A
USGS	03298500	1957-02-08	2560	A	34	A	235	A
USGS	03298500	1957-02-09	6570	A	832	A	16100	A
USGS	03298500	1957-02-10	13800	A	1490	A	55500	A
USGS	03298500	1957-02-11	13200	A	1180	A	42000	A
USGS	03298500	1957-02-12	5820	A	230	A	3610	A
USGS	03298500	1957-02-13	2090	A	96	A	542	A
USGS	03298500	1957-02-14	1720	A	38	A	176	A
USGS	03298500	1957-02-15	1470	A	20	A	79	A
USGS	03298500	1957-02-16	1120	A	13	A	39	A
USGS	03298500	1957-02-17	728	A	13	A	26	A
USGS	03298500	1957-02-18	1280	A	21	A	72	A
USGS	03298500	1957-02-19	850	A	19	A	44	A
USGS	03298500	1957-02-20	730	A	10	A	20	A
USGS	03298500	1957-02-21	629	A	6	A	10	A
USGS	03298500	1957-02-22	559	A	4	A	6.0	A
USGS	03298500	1957-02-23	492	A	8	A	11	A
USGS	03298500	1957-02-24	456	A	11	A	14	A
USGS	03298500	1957-02-25	440	A	18	A	21	A
USGS	03298500	1957-02-26	706	A	34	A	71	A
USGS	03298500	1957-02-27	1540	A	88	A	366	A
USGS	03298500	1957-02-28	1700	A	95	A	436	A
USGS	03298500	1957-03-01	1330	A	50	A	180	A
USGS	03298500	1957-03-02	1100	A	38	A	113	A
USGS	03298500	1957-03-03	956	A	17	A	44	A
USGS	03298500	1957-03-04	824	A	12	A	27	A
USGS	03298500	1957-03-05	724	A	10	A	20	A
USGS	03298500	1957-03-06	935	A	25	A	63	A
USGS	03298500	1957-03-07	1410	A	51	A	194	A
USGS	03298500	1957-03-08	2270	A	145	A	889	A
USGS	03298500	1957-03-09	2950	A	191	A	1520	A
USGS	03298500	1957-03-10	2510	A	110	A	745	A
USGS	03298500	1957-03-11	2140	A	68	A	393	A
USGS	03298500	1957-03-12	2110	A	68	A	387	A
USGS	03298500	1957-03-13	1910	A	78	A	402	A
USGS	03298500	1957-03-14	1510	A	51	A	208	A
USGS	03298500	1957-03-15	1290	A	27	A	94	A
USGS	03298500	1957-03-16	1120	A	17	A	51	A
USGS	03298500	1957-03-17	960	A	25	A	65	A
USGS	03298500	1957-03-18	862	A	23	A	54	A
USGS	03298500	1957-03-19	808	A	25	A	54	A
USGS	03298500	1957-03-20	747	A	20	A	40	A
USGS	03298500	1957-03-21	653	A	16	A	28	A
USGS	03298500	1957-03-22	601	A	14	A	23	A
USGS	03298500	1957-03-23	580	A	15	A	23	A
USGS	03298500	1957-03-24	531	A	24	A	34	A
USGS	03298500	1957-03-25	474	A	29	A	37	A
USGS	03298500	1957-03-26	445	A	28	A	34	A
USGS	03298500	1957-03-27	420	A	22	A	25	A
USGS	03298500	1957-03-28	400	A	22	A	24	A
USGS	03298500	1957-03-29	380	A	15	A	15	A
USGS	03298500	1957-03-30	385	A	15	A	16	A
USGS	03298500	1957-03-31	345	A	15	A	14	A
USGS	03298500	1957-04-01	407	A	20	A	22	A
USGS	03298500	1957-04-02	939	A	40	A	101	A
USGS	03298500	1957-04-03	1130	A	39	A	138	A
USGS	03298500	1957-04-04	17500	A	1800	A	98700	A
USGS	03298500	1957-04-05	26900	A	1030	A	74800	A
USGS	03298500	1957-04-06	19300	A	410	A	21400	A
USGS	03298500	1957-04-07	9600	A	158	A	4100	A
USGS	03298500	1957-04-08	9880	A	304	A	8110	A
USGS	03298500	1957-04-09	11900	A	870	A	28000	A
USGS	03298500	1957-04-10	6910	A	238	A	4440	A
USGS	03298500	1957-04-11	1790	A	92	A	445	A
USGS	03298500	1957-04-12	1930	A	42	A	219	A
USGS	03298500	1957-04-13	1630	A	24	A	106	A
USGS	03298500	1957-04-14	1210	A	20	A	65	A
USGS	03298500	1957-04-15	1540	A	18	A	75	A
USGS	03298500	1957-04-16	1210	A	20	A	65	A
USGS	03298500	1957-04-17	1960	A	31	A	164	A
USGS	03298500	1957-04-18	1220	A	46	A	152	A
USGS	03298500	1957-04-19	885	A	40	A	96	A
USGS	03298500	1957-04-20	739	A	24	A	48	A
USGS	03298500	1957-04-21	914	A	333	A	1530	A
USGS	03298500	1957-04-22	2590	A	1500	A	11400	A
USGS	03298500	1957-04-23	1950	A	450	A	2370	A
USGS	03298500	1957-04-24	2200	A	470	A	2790	A
USGS	03298500	1957-04-25	1430	A	130	A	502	A
USGS	03298500	1957-04-26	1070	A	67	A	194	A
USGS	03298500	1957-04-27	808	A	68	A	148	A
USGS	03298500	1957-04-28	714	A	55	A	106	A
USGS	03298500	1957-04-29	842	A	62	A	141	A
USGS	03298500	1957-04-30	615	A	61	A	101	A
USGS	03298500	1957-05-01	552	A	54	A	80	A
USGS	03298500	1957-05-02	420	A	42	A	48	A
USGS	03298500	1957-05-03	320	A	50	A	43	A
USGS	03298500	1957-05-04	247	A	57	A	38	A
USGS	03298500	1957-05-05	219	A	51	A	30	A
USGS	03298500	1957-05-06	207	A	34	A	19	A
USGS	03298500	1957-05-07	184	A	30	A	15	A
USGS	03298500	1957-05-08	169	A	28	A	13	A
USGS	03298500	1957-05-09	158	A	28	A	12	A
USGS	03298500	1957-05-10	147	A	28	A	11	A
USGS	03298500	1957-05-11	137	A	29	A	11	A
USGS	03298500	1957-05-12	121	A	29	A	9.0	A
USGS	03298500	1957-05-13	108	A	28	A	8.0	A
USGS	03298500	1957-05-14	124	A	16	A	5.0	A
USGS	03298500	1957-05-15	121	A	20	A	6.0	A
USGS	03298500	1957-05-16	105	A	28	A	8.0	A
USGS	03298500	1957-05-17	78	A	26	A	5.0	A
USGS	03298500	1957-05-18	746	A	56	A	244	A
USGS	03298500	1957-05-19	2960	A	340	A	2720	A
USGS	03298500	1957-05-20	2280	A	310	A	1900	A
USGS	03298500	1957-05-21	1220	A	224	A	738	A
USGS	03298500	1957-05-22	11600	A	2260	A	79400	A
USGS	03298500	1957-05-23	16100	A	950	A	41300	A
USGS	03298500	1957-05-24	10100	A	270	A	7360	A
USGS	03298500	1957-05-25	3320	A	150	A	1340	A
USGS	03298500	1957-05-26	1680	A	123	A	558	A
USGS	03298500	1957-05-27	1740	A	143	A	672	A
USGS	03298500	1957-05-28	1050	A	70	A	198	A
USGS	03298500	1957-05-29	794	A	52	A	111	A
USGS	03298500	1957-05-30	587	A	52	A	82	A
USGS	03298500	1957-05-31	462	A	50	A	62	A
USGS	03298500	1957-06-01	430	A	51	A	59	A
USGS	03298500	1957-06-02	468	A	74	A	94	A
USGS	03298500	1957-06-03	385	A	52	A	54	A
USGS	03298500	1957-06-04	315	A	45	A	38	A
USGS	03298500	1957-06-05	372	A	76	A	130	A
USGS	03298500	1957-06-06	500	A	181	A	277	A
USGS	03298500	1957-06-07	488	A	156	A	339	A
USGS	03298500	1957-06-08	632	A	313	A	569	A
USGS	03298500	1957-06-09	264	A	148	A	105	A
USGS	03298500	1957-06-10	207	A	65	A	36	A
USGS	03298500	1957-06-11	203	A	42	A	23	A
USGS	03298500	1957-06-12	273	A	48	A	35	A
USGS	03298500	1957-06-13	282	A	40	A	30	A
USGS	03298500	1957-06-14	264	A	52	A	37	A
USGS	03298500	1957-06-15	260	A	48	A	34	A
USGS	03298500	1957-06-16	273	A	36	A	26	A
USGS	03298500	1957-06-17	305	A	45	A	37	A
USGS	03298500	1957-06-18	1400	A	283	A	1540	A
USGS	03298500	1957-06-19	2340	A	528	A	3340	A
USGS	03298500	1957-06-20	1120	A	280	A	847	A
USGS	03298500	1957-06-21	1380	A	168	A	260	A
USGS	03298500	1957-06-22	365	A	111	A	109	A
USGS	03298500	1957-06-23	268	A	86	A	62	A
USGS	03298500	1957-06-24	671	A	141	A	307	A
USGS	03298500	1957-06-25	1380	A	198	A	738	A
USGS	03298500	1957-06-26	730	A	183	A	361	A
USGS	03298500	1957-06-27	440	A	158	A	188	A
USGS	03298500	1957-06-28	3120	A	284	A	4800	A
USGS	03298500	1957-06-29	13000	A	714	A	25100	A
USGS	03298500	1957-06-30	6260	A	250	A	5020	A
USGS	03298500	1957-07-01	1250	A	107	A	361	A
USGS	03298500	1957-07-02	834	A	89	A	200	A
USGS	03298500	1957-07-03	559	A	61	A	92	A
USGS	03298500	1957-07-04	400	A	58	A	63	A
USGS	03298500	1957-07-05	305	A	47	A	39	A
USGS	03298500	1957-07-06	231	A	42	A	26	A
USGS	03298500	1957-07-07	180	A	36	A	17	A
USGS	03298500	1957-07-08	137	A	30	A	11	A
USGS	03298500	1957-07-09	105	A	28	A	8.0	A
USGS	03298500	1957-07-10	80	A	21	A	4.0	A
USGS	03298500	1957-07-11	61	A	22	A	4.0	A
USGS	03298500	1957-07-12	53	A	12	A	2.0	A
USGS	03298500	1957-07-13	46	A	13	A	2.0	A
USGS	03298500	1957-07-14	36	A	13	A	1.0	A
USGS	03298500	1957-07-15	32	A	20	A	2.0	A
USGS	03298500	1957-07-16	56	A	37	A	6.0	A
USGS	03298500	1957-07-17	58	A	12	A	2.0	A
USGS	03298500	1957-07-18	102	A	27	A	7.0	A
USGS	03298500	1957-07-19	61	A	22	A	4.0	A
USGS	03298500	1957-07-20	38	A	17	A	2.0	A
USGS	03298500	1957-07-21	27	A	28	A	2.0	A
USGS	03298500	1957-07-22	23	A	20	A	1.0	A
USGS	03298500	1957-07-23	25	A	25	A	2.0	A
USGS	03298500	1957-07-24	144	A	74	A	32	A
