# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 22:10:40 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03290500 KENTUCKY RIVER AT LOCK 2 AT LOCKPORT, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03290500
#    DD parameter   Description
#    02   00065     Gage height, feet
#    06   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	02_00065	02_00065_cd	06_00060	06_00060_cd
USGS	03290500	2013-06-28 23:15	EDT	13.36	P	14900	P
USGS	03290500	2013-06-28 23:30	EDT	13.33	P	14800	P
USGS	03290500	2013-06-28 23:45	EDT	13.31	P	14700	P
USGS	03290500	2013-06-29 00:00	EDT	13.29	P	14600	P
USGS	03290500	2013-06-29 00:15	EDT	13.26	P	14500	P
USGS	03290500	2013-06-29 00:30	EDT	13.24	P	14400	P
USGS	03290500	2013-06-29 00:45	EDT	13.22	P	14400	P
USGS	03290500	2013-06-29 01:00	EDT	13.20	P	14300	P
USGS	03290500	2013-06-29 01:15	EDT	13.18	P	14200	P
USGS	03290500	2013-06-29 01:30	EDT	13.16	P	14100	P
USGS	03290500	2013-06-29 01:45	EDT	13.14	P	14000	P
USGS	03290500	2013-06-29 02:00	EDT	13.11	P	13900	P
USGS	03290500	2013-06-29 02:15	EDT	13.09	P	13800	P
USGS	03290500	2013-06-29 02:30	EDT	13.07	P	13800	P
USGS	03290500	2013-06-29 02:45	EDT	13.05	P	13700	P
USGS	03290500	2013-06-29 03:00	EDT	13.04	P	13600	P
USGS	03290500	2013-06-29 03:15	EDT	13.01	P	13500	P
USGS	03290500	2013-06-29 03:30	EDT	13.00	P	13500	P
USGS	03290500	2013-06-29 03:45	EDT	12.95	P	13300	P
USGS	03290500	2013-06-29 04:00	EDT	12.95	P	13300	P
USGS	03290500	2013-06-29 04:15	EDT	12.94	P	13300	P
USGS	03290500	2013-06-29 04:30	EDT	12.92	P	13200	P
USGS	03290500	2013-06-29 04:45	EDT	12.91	P	13100	P
USGS	03290500	2013-06-29 05:00	EDT	12.89	P	13100	P
USGS	03290500	2013-06-29 05:15	EDT	12.86	P	12900	P
USGS	03290500	2013-06-29 05:30	EDT	12.85	P	12900	P
USGS	03290500	2013-06-29 05:45	EDT	12.84	P	12900	P
USGS	03290500	2013-06-29 06:00	EDT	12.82	P	12800	P
USGS	03290500	2013-06-29 06:15	EDT	12.80	P	12700	P
USGS	03290500	2013-06-29 06:30	EDT	12.78	P	12600	P
USGS	03290500	2013-06-29 06:45	EDT	12.78	P	12600	P
USGS	03290500	2013-06-29 07:00	EDT	12.76	P	12600	P
USGS	03290500	2013-06-29 07:15	EDT	12.74	P	12500	P
USGS	03290500	2013-06-29 07:30	EDT	12.73	P	12400	P
USGS	03290500	2013-06-29 07:45	EDT	12.72	P	12400	P
USGS	03290500	2013-06-29 08:00	EDT	12.69	P	12300	P
USGS	03290500	2013-06-29 08:15	EDT	12.69	P	12300	P
USGS	03290500	2013-06-29 08:30	EDT	12.68	P	12300	P
USGS	03290500	2013-06-29 08:45	EDT	12.66	P	12200	P
USGS	03290500	2013-06-29 09:00	EDT	12.64	P	12100	P
USGS	03290500	2013-06-29 09:15	EDT	12.64	P	12100	P
USGS	03290500	2013-06-29 09:30	EDT	12.62	P	12000	P
USGS	03290500	2013-06-29 09:45	EDT	12.60	P	12000	P
USGS	03290500	2013-06-29 10:00	EDT	12.59	P	11900	P
USGS	03290500	2013-06-29 10:15	EDT	12.58	P	11900	P
USGS	03290500	2013-06-29 10:30	EDT	12.56	P	11800	P
USGS	03290500	2013-06-29 10:45	EDT	12.55	P	11800	P
USGS	03290500	2013-06-29 11:00	EDT	12.54	P	11700	P
USGS	03290500	2013-06-29 11:15	EDT	12.53	P	11700	P
USGS	03290500	2013-06-29 11:30	EDT	12.53	P	11700	P
USGS	03290500	2013-06-29 11:45	EDT	12.51	P	11600	P
USGS	03290500	2013-06-29 12:00	EDT	12.50	P	11600	P
USGS	03290500	2013-06-29 12:15	EDT	12.48	P	11500	P
USGS	03290500	2013-06-29 12:30	EDT	12.47	P	11500	P
USGS	03290500	2013-06-29 12:45	EDT	12.47	P	11500	P
USGS	03290500	2013-06-29 13:00	EDT	12.47	P	11500	P
USGS	03290500	2013-06-29 13:15	EDT	12.46	P	11400	P
USGS	03290500	2013-06-29 13:30	EDT	12.44	P	11400	P
USGS	03290500	2013-06-29 13:45	EDT	12.44	P	11400	P
USGS	03290500	2013-06-29 14:00	EDT	12.40	P	11200	P
USGS	03290500	2013-06-29 14:15	EDT	12.40	P	11200	P
USGS	03290500	2013-06-29 14:30	EDT	12.39	P	11200	P
USGS	03290500	2013-06-29 14:45	EDT	12.38	P	11100	P
USGS	03290500	2013-06-29 15:00	EDT	12.38	P	11100	P
USGS	03290500	2013-06-29 15:15	EDT	12.37	P	11100	P
USGS	03290500	2013-06-29 15:30	EDT	12.37	P	11100	P
USGS	03290500	2013-06-29 15:45	EDT	12.35	P	11000	P
USGS	03290500	2013-06-29 16:00	EDT	12.34	P	11000	P
USGS	03290500	2013-06-29 16:15	EDT	12.33	P	11000	P
USGS	03290500	2013-06-29 16:30	EDT	12.31	P	10900	P
USGS	03290500	2013-06-29 16:45	EDT	12.31	P	10900	P
USGS	03290500	2013-06-29 17:00	EDT	12.30	P	10800	P
USGS	03290500	2013-06-29 17:15	EDT	12.28	P	10800	P
USGS	03290500	2013-06-29 17:30	EDT	12.27	P	10700	P
USGS	03290500	2013-06-29 17:45	EDT	12.28	P	10800	P
USGS	03290500	2013-06-29 18:00	EDT	12.26	P	10700	P
USGS	03290500	2013-06-29 18:15	EDT	12.24	P	10600	P
USGS	03290500	2013-06-29 18:30	EDT	12.24	P	10600	P
USGS	03290500	2013-06-29 18:45	EDT	12.22	P	10600	P
USGS	03290500	2013-06-29 19:00	EDT	12.22	P	10600	P
USGS	03290500	2013-06-29 19:15	EDT	12.20	P	10500	P
USGS	03290500	2013-06-29 19:30	EDT	12.19	P	10400	P
USGS	03290500	2013-06-29 19:45	EDT	12.20	P	10500	P
USGS	03290500	2013-06-29 20:00	EDT	12.21	P	10500	P
USGS	03290500	2013-06-29 20:15	EDT	12.20	P	10500	P
USGS	03290500	2013-06-29 20:30	EDT	12.20	P	10500	P
USGS	03290500	2013-06-29 20:45	EDT	12.19	P	10400	P
USGS	03290500	2013-06-29 21:00	EDT	12.19	P	10400	P
USGS	03290500	2013-06-29 21:15	EDT	12.17	P	10400	P
USGS	03290500	2013-06-29 21:30	EDT	12.17	P	10400	P
USGS	03290500	2013-06-29 21:45	EDT	12.16	P	10300	P
USGS	03290500	2013-06-29 22:00	EDT	12.16	P	10300	P
USGS	03290500	2013-06-29 22:15	EDT	12.15	P	10300	P
USGS	03290500	2013-06-29 22:30	EDT	12.15	P	10300	P
USGS	03290500	2013-06-29 22:45	EDT	12.14	P	10300	P
USGS	03290500	2013-06-29 23:00	EDT	12.13	P	10200	P
USGS	03290500	2013-06-29 23:15	EDT	12.14	P	10300	P
USGS	03290500	2013-06-29 23:30	EDT	12.13	P	10200	P
USGS	03290500	2013-06-29 23:45	EDT	12.11	P	10200	P
USGS	03290500	2013-06-30 00:00	EDT	12.12	P	10200	P
USGS	03290500	2013-06-30 00:15	EDT	12.12	P	10200	P
USGS	03290500	2013-06-30 00:30	EDT	12.12	P	10200	P
USGS	03290500	2013-06-30 00:45	EDT	12.11	P	10200	P
USGS	03290500	2013-06-30 01:00	EDT	12.07	P	10000	P
USGS	03290500	2013-06-30 01:15	EDT	12.06	P	9980	P
USGS	03290500	2013-06-30 01:30	EDT	12.07	P	10000	P
USGS	03290500	2013-06-30 01:45	EDT	12.05	P	9950	P
USGS	03290500	2013-06-30 02:00	EDT	12.05	P	9950	P
USGS	03290500	2013-06-30 02:15	EDT	12.04	P	9910	P
USGS	03290500	2013-06-30 02:30	EDT	12.03	P	9880	P
USGS	03290500	2013-06-30 02:45	EDT	12.03	P	9880	P
USGS	03290500	2013-06-30 03:00	EDT	12.01	P	9810	P
USGS	03290500	2013-06-30 03:15	EDT	12.01	P	9810	P
USGS	03290500	2013-06-30 03:30	EDT	12.00	P	9770	P
USGS	03290500	2013-06-30 03:45	EDT	11.98	P	9700	P
USGS	03290500	2013-06-30 04:00	EDT	11.98	P	9700	P
USGS	03290500	2013-06-30 04:15	EDT	11.98	P	9700	P
USGS	03290500	2013-06-30 04:30	EDT	11.96	P	9630	P
USGS	03290500	2013-06-30 04:45	EDT	11.96	P	9630	P
USGS	03290500	2013-06-30 05:00	EDT	11.93	P	9530	P
USGS	03290500	2013-06-30 05:15	EDT	11.94	P	9560	P
USGS	03290500	2013-06-30 05:30	EDT	11.94	P	9560	P
USGS	03290500	2013-06-30 05:45	EDT	11.93	P	9530	P
USGS	03290500	2013-06-30 06:00	EDT	11.91	P	9460	P
USGS	03290500	2013-06-30 06:15	EDT	11.90	P	9420	P
USGS	03290500	2013-06-30 06:30	EDT	11.91	P	9460	P
USGS	03290500	2013-06-30 06:45	EDT	11.90	P	9420	P
USGS	03290500	2013-06-30 07:00	EDT	11.90	P	9420	P
USGS	03290500	2013-06-30 07:15	EDT	11.90	P	9420	P
USGS	03290500	2013-06-30 07:30	EDT	11.87	P	9320	P
USGS	03290500	2013-06-30 07:45	EDT	11.85	P	9250	P
USGS	03290500	2013-06-30 08:00	EDT	11.83	P	9180	P
USGS	03290500	2013-06-30 08:15	EDT	11.81	P	9110	P
USGS	03290500	2013-06-30 08:30	EDT	11.80	P	9080	P
USGS	03290500	2013-06-30 08:45	EDT	11.78	P	9010	P
USGS	03290500	2013-06-30 09:00	EDT	11.77	P	8970	P
USGS	03290500	2013-06-30 09:15	EDT	11.76	P	8940	P
USGS	03290500	2013-06-30 09:30	EDT	11.75	P	8910	P
USGS	03290500	2013-06-30 09:45	EDT	11.73	P	8840	P
USGS	03290500	2013-06-30 10:00	EDT	11.72	P	8800	P
USGS	03290500	2013-06-30 10:15	EDT	11.71	P	8770	P
USGS	03290500	2013-06-30 10:30	EDT	11.69	P	8700	P
USGS	03290500	2013-06-30 10:45	EDT	11.67	P	8630	P
USGS	03290500	2013-06-30 11:00	EDT	11.66	P	8600	P
USGS	03290500	2013-06-30 11:15	EDT	11.65	P	8570	P
USGS	03290500	2013-06-30 11:30	EDT	11.64	P	8530	P
USGS	03290500	2013-06-30 11:45	EDT	11.62	P	8470	P
USGS	03290500	2013-06-30 12:00	EDT	11.61	P	8430	P
USGS	03290500	2013-06-30 12:15	EDT	11.60	P	8400	P
USGS	03290500	2013-06-30 12:30	EDT	11.58	P	8330	P
USGS	03290500	2013-06-30 12:45	EDT	11.57	P	8300	P
USGS	03290500	2013-06-30 13:00	EDT	11.55	P	8230	P
USGS	03290500	2013-06-30 13:15	EDT	11.56	P	8270	P
USGS	03290500	2013-06-30 13:30	EDT	11.53	P	8170	P
USGS	03290500	2013-06-30 13:45	EDT	11.52	P	8130	P
USGS	03290500	2013-06-30 14:00	EDT	11.51	P	8100	P
USGS	03290500	2013-06-30 14:15	EDT	11.50	P	8070	P
USGS	03290500	2013-06-30 14:30	EDT	11.49	P	8030	P
USGS	03290500	2013-06-30 14:45	EDT	11.47	P	7970	P
USGS	03290500	2013-06-30 15:00	EDT	11.46	P	7940	P
USGS	03290500	2013-06-30 15:15	EDT	11.44	P	7870	P
USGS	03290500	2013-06-30 15:30	EDT	11.42	P	7810	P
USGS	03290500	2013-06-30 15:45	EDT	11.41	P	7770	P
USGS	03290500	2013-06-30 16:00	EDT	11.40	P	7740	P
USGS	03290500	2013-06-30 16:15	EDT	11.38	P	7680	P
USGS	03290500	2013-06-30 16:30	EDT	11.36	P	7610	P
USGS	03290500	2013-06-30 16:45	EDT	11.34	P	7550	P
USGS	03290500	2013-06-30 17:00	EDT	11.33	P	7510	P
USGS	03290500	2013-06-30 17:15	EDT	11.32	P	7480	P
USGS	03290500	2013-06-30 17:30	EDT	11.30	P	7420	P
USGS	03290500	2013-06-30 17:45	EDT	11.29	P	7390	P
USGS	03290500	2013-06-30 18:00	EDT	11.28	P	7350	P
USGS	03290500	2013-06-30 18:15	EDT	11.27	P	7320	P
USGS	03290500	2013-06-30 18:30	EDT	11.26	P	7290	P
USGS	03290500	2013-06-30 18:45	EDT	11.24	P	7230	P
USGS	03290500	2013-06-30 19:00	EDT	11.23	P	7190	P
USGS	03290500	2013-06-30 19:15	EDT	11.22	P	7160	P
USGS	03290500	2013-06-30 19:30	EDT	11.21	P	7130	P
USGS	03290500	2013-06-30 19:45	EDT	11.19	P	7070	P
USGS	03290500	2013-06-30 20:00	EDT	11.18	P	7040	P
USGS	03290500	2013-06-30 20:15	EDT	11.18	P	7040	P
USGS	03290500	2013-06-30 20:30	EDT	11.17	P	7010	P
USGS	03290500	2013-06-30 20:45	EDT	11.15	P	6940	P
USGS	03290500	2013-06-30 21:00	EDT	11.15	P	6940	P
USGS	03290500	2013-06-30 21:15	EDT	11.14	P	6910	P
USGS	03290500	2013-06-30 21:30	EDT	11.12	P	6850	P
USGS	03290500	2013-06-30 21:45	EDT	11.11	P	6820	P
USGS	03290500	2013-06-30 22:00	EDT	11.10	P	6790	P
USGS	03290500	2013-06-30 22:15	EDT	11.09	P	6760	P
USGS	03290500	2013-06-30 22:30	EDT	11.09	P	6760	P
USGS	03290500	2013-06-30 22:45	EDT	11.09	P	6760	P
USGS	03290500	2013-06-30 23:00	EDT	11.07	P	6700	P
USGS	03290500	2013-06-30 23:15	EDT	11.06	P	6670	P
USGS	03290500	2013-06-30 23:30	EDT	11.06	P	6670	P
USGS	03290500	2013-06-30 23:45	EDT	11.06	P	6670	P
USGS	03290500	2013-07-01 00:00	EDT	11.05	P	6640	P
USGS	03290500	2013-07-01 00:15	EDT	11.05	P	6640	P
USGS	03290500	2013-07-01 00:30	EDT	11.03	P	6580	P
USGS	03290500	2013-07-01 00:45	EDT	11.03	P	6580	P
USGS	03290500	2013-07-01 01:00	EDT	11.03	P	6580	P
USGS	03290500	2013-07-01 01:15	EDT	11.02	P	6550	P
USGS	03290500	2013-07-01 01:30	EDT	11.02	P	6550	P
USGS	03290500	2013-07-01 01:45	EDT	11.00	P	6490	P
USGS	03290500	2013-07-01 02:00	EDT	11.00	P	6490	P
USGS	03290500	2013-07-01 02:15	EDT	11.00	P	6490	P
USGS	03290500	2013-07-01 02:30	EDT	10.99	P	6460	P
USGS	03290500	2013-07-01 02:45	EDT	10.99	P	6460	P
USGS	03290500	2013-07-01 03:00	EDT	10.98	P	6430	P
USGS	03290500	2013-07-01 03:15	EDT	10.98	P	6430	P
USGS	03290500	2013-07-01 03:30	EDT	10.95	P	6340	P
USGS	03290500	2013-07-01 03:45	EDT	10.96	P	6370	P
USGS	03290500	2013-07-01 04:00	EDT	10.95	P	6340	P
USGS	03290500	2013-07-01 04:15	EDT	10.94	P	6310	P
USGS	03290500	2013-07-01 04:30	EDT	10.95	P	6340	P
USGS	03290500	2013-07-01 04:45	EDT	10.94	P	6310	P
USGS	03290500	2013-07-01 05:00	EDT	10.93	P	6280	P
USGS	03290500	2013-07-01 05:15	EDT	10.93	P	6280	P
USGS	03290500	2013-07-01 05:30	EDT	10.91	P	6220	P
USGS	03290500	2013-07-01 05:45	EDT	10.90	P	6190	P
USGS	03290500	2013-07-01 06:00	EDT	10.89	P	6160	P
USGS	03290500	2013-07-01 06:15	EDT	10.87	P	6100	P
USGS	03290500	2013-07-01 06:30	EDT	10.87	P	6100	P
USGS	03290500	2013-07-01 06:45	EDT	10.87	P	6100	P
USGS	03290500	2013-07-01 07:00	EDT	10.87	P	6100	P
USGS	03290500	2013-07-01 07:15	EDT	10.87	P	6100	P
USGS	03290500	2013-07-01 07:30	EDT	10.86	P	6070	P
USGS	03290500	2013-07-01 07:45	EDT	10.85	P	6040	P
USGS	03290500	2013-07-01 08:00	EDT	10.85	P	6040	P
USGS	03290500	2013-07-01 08:15	EDT	10.84	P	6010	P
USGS	03290500	2013-07-01 08:30	EDT	10.84	P	6010	P
USGS	03290500	2013-07-01 08:45	EDT	10.81	P	5920	P
USGS	03290500	2013-07-01 09:00	EDT	10.80	P	5890	P
USGS	03290500	2013-07-01 09:15	EDT	10.79	P	5860	P
USGS	03290500	2013-07-01 09:30	EDT	10.78	P	5830	P
USGS	03290500	2013-07-01 09:45	EDT	10.78	P	5830	P
USGS	03290500	2013-07-01 10:00	EDT	10.77	P	5800	P
USGS	03290500	2013-07-01 10:15	EDT	10.76	P	5770	P
USGS	03290500	2013-07-01 10:30	EDT	10.76	P	5770	P
USGS	03290500	2013-07-01 10:45	EDT	10.76	P	5770	P
USGS	03290500	2013-07-01 11:00	EDT	10.75	P	5740	P
USGS	03290500	2013-07-01 11:15	EDT	10.74	P	5720	P
USGS	03290500	2013-07-01 11:30	EDT	10.74	P	5720	P
USGS	03290500	2013-07-01 11:45	EDT	10.74	P	5720	P
USGS	03290500	2013-07-01 12:00	EDT	10.73	P	5690	P
USGS	03290500	2013-07-01 12:15	EDT	10.73	P	5690	P
USGS	03290500	2013-07-01 12:30	EDT	10.73	P	5690	P
USGS	03290500	2013-07-01 12:45	EDT	10.72	P	5660	P
USGS	03290500	2013-07-01 13:00	EDT	10.72	P	5660	P
USGS	03290500	2013-07-01 13:15	EDT	10.71	P	5630	P
USGS	03290500	2013-07-01 13:30	EDT	10.71	P	5630	P
USGS	03290500	2013-07-01 13:45	EDT	10.70	P	5600	P
USGS	03290500	2013-07-01 14:00	EDT	10.69	P	5570	P
USGS	03290500	2013-07-01 14:15	EDT	10.68	P	5550	P
USGS	03290500	2013-07-01 14:30	EDT	10.68	P	5550	P
USGS	03290500	2013-07-01 14:45	EDT	10.67	P	5520	P
USGS	03290500	2013-07-01 15:00	EDT	10.67	P	5520	P
USGS	03290500	2013-07-01 15:15	EDT	10.67	P	5520	P
USGS	03290500	2013-07-01 15:30	EDT	10.66	P	5490	P
USGS	03290500	2013-07-01 15:45	EDT	10.66	P	5490	P
USGS	03290500	2013-07-01 16:00	EDT	10.65	P	5460	P
USGS	03290500	2013-07-01 16:15	EDT	10.64	P	5440	P
USGS	03290500	2013-07-01 16:30	EDT	10.63	P	5410	P
USGS	03290500	2013-07-01 16:45	EDT	10.62	P	5380	P
USGS	03290500	2013-07-01 17:00	EDT	10.62	P	5380	P
USGS	03290500	2013-07-01 17:15	EDT	10.62	P	5380	P
USGS	03290500	2013-07-01 17:30	EDT	10.62	P	5380	P
USGS	03290500	2013-07-01 17:45	EDT	10.61	P	5360	P
USGS	03290500	2013-07-01 18:00	EDT	10.62	P	5380	P
USGS	03290500	2013-07-01 18:15	EDT	10.60	P	5330	P
USGS	03290500	2013-07-01 18:30	EDT	10.60	P	5330	P
USGS	03290500	2013-07-01 18:45	EDT	10.60	P	5330	P
USGS	03290500	2013-07-01 19:00	EDT	10.58	P	5280	P
USGS	03290500	2013-07-01 19:15	EDT	10.58	P	5280	P
USGS	03290500	2013-07-01 19:30	EDT	10.58	P	5280	P
USGS	03290500	2013-07-01 19:45	EDT	10.58	P	5280	P
USGS	03290500	2013-07-01 20:00	EDT	10.58	P	5280	P
USGS	03290500	2013-07-01 20:15	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 20:30	EDT	10.56	P	5220	P
USGS	03290500	2013-07-01 20:45	EDT	10.56	P	5220	P
USGS	03290500	2013-07-01 21:00	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 21:15	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 21:30	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 21:45	EDT	10.54	P	5170	P
USGS	03290500	2013-07-01 22:00	EDT	10.54	P	5170	P
USGS	03290500	2013-07-01 22:15	EDT	10.56	P	5220	P
USGS	03290500	2013-07-01 22:30	EDT	10.54	P	5170	P
USGS	03290500	2013-07-01 22:45	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 23:00	EDT	10.55	P	5200	P
USGS	03290500	2013-07-01 23:15	EDT	10.54	P	5170	P
USGS	03290500	2013-07-01 23:30	EDT	10.53	P	5140	P
USGS	03290500	2013-07-01 23:45	EDT	10.53	P	5140	P
USGS	03290500	2013-07-02 00:00	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 00:15	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 00:30	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 00:45	EDT	10.53	P	5140	P
USGS	03290500	2013-07-02 01:00	EDT	10.54	P	5170	P
USGS	03290500	2013-07-02 01:15	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 01:30	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 01:45	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 02:00	EDT	10.52	P	5120	P
USGS	03290500	2013-07-02 02:15	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 02:30	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 02:45	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 03:00	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 03:15	EDT	10.51	P	5090	P
USGS	03290500	2013-07-02 03:30	EDT	10.53	P	5140	P
USGS	03290500	2013-07-02 03:45	EDT	10.53	P	5140	P
USGS	03290500	2013-07-02 04:00	EDT	10.54	P	5170	P
USGS	03290500	2013-07-02 04:15	EDT	10.54	P	5170	P
USGS	03290500	2013-07-02 04:30	EDT	10.55	P	5200	P
USGS	03290500	2013-07-02 04:45	EDT	10.56	P	5220	P
USGS	03290500	2013-07-02 05:00	EDT	10.57	P	5250	P
USGS	03290500	2013-07-02 05:15	EDT	10.58	P	5280	P
USGS	03290500	2013-07-02 05:30	EDT	10.58	P	5280	P
USGS	03290500	2013-07-02 05:45	EDT	10.60	P	5330	P
USGS	03290500	2013-07-02 06:00	EDT	10.62	P	5380	P
USGS	03290500	2013-07-02 06:15	EDT	10.63	P	5410	P
USGS	03290500	2013-07-02 06:30	EDT	10.64	P	5440	P
USGS	03290500	2013-07-02 06:45	EDT	10.66	P	5490	P
USGS	03290500	2013-07-02 07:00	EDT	10.67	P	5520	P
USGS	03290500	2013-07-02 07:15	EDT	10.68	P	5550	P
USGS	03290500	2013-07-02 07:30	EDT	10.70	P	5600	P
USGS	03290500	2013-07-02 07:45	EDT	10.72	P	5660	P
USGS	03290500	2013-07-02 08:00	EDT	10.74	P	5720	P
USGS	03290500	2013-07-02 08:15	EDT	10.76	P	5770	P
USGS	03290500	2013-07-02 08:30	EDT	10.77	P	5800	P
USGS	03290500	2013-07-02 08:45	EDT	10.79	P	5860	P
USGS	03290500	2013-07-02 09:00	EDT	10.81	P	5920	P
USGS	03290500	2013-07-02 09:15	EDT	10.83	P	5980	P
USGS	03290500	2013-07-02 09:30	EDT	10.85	P	6040	P
USGS	03290500	2013-07-02 09:45	EDT	10.87	P	6100	P
USGS	03290500	2013-07-02 10:00	EDT	10.89	P	6160	P
USGS	03290500	2013-07-02 10:15	EDT	10.91	P	6220	P
USGS	03290500	2013-07-02 10:30	EDT	10.93	P	6280	P
USGS	03290500	2013-07-02 10:45	EDT	10.95	P	6340	P
USGS	03290500	2013-07-02 11:00	EDT	10.97	P	6400	P
USGS	03290500	2013-07-02 11:15	EDT	10.99	P	6460	P
USGS	03290500	2013-07-02 11:30	EDT	11.01	P	6520	P
USGS	03290500	2013-07-02 11:45	EDT	11.02	P	6550	P
USGS	03290500	2013-07-02 12:00	EDT	11.05	P	6640	P
USGS	03290500	2013-07-02 12:15	EDT	11.06	P	6670	P
USGS	03290500	2013-07-02 12:30	EDT	11.09	P	6760	P
USGS	03290500	2013-07-02 12:45	EDT	11.11	P	6820	P
USGS	03290500	2013-07-02 13:00	EDT	11.13	P	6880	P
USGS	03290500	2013-07-02 13:15	EDT	11.15	P	6940	P
USGS	03290500	2013-07-02 13:30	EDT	11.16	P	6980	P
USGS	03290500	2013-07-02 13:45	EDT	11.18	P	7040	P
USGS	03290500	2013-07-02 14:00	EDT	11.20	P	7100	P
USGS	03290500	2013-07-02 14:15	EDT	11.22	P	7160	P
USGS	03290500	2013-07-02 14:30	EDT	11.26	P	7290	P
USGS	03290500	2013-07-02 14:45	EDT	11.26	P	7290	P
USGS	03290500	2013-07-02 15:00	EDT	11.27	P	7320	P
USGS	03290500	2013-07-02 15:15	EDT	11.28	P	7350	P
USGS	03290500	2013-07-02 15:30	EDT	11.30	P	7420	P
USGS	03290500	2013-07-02 15:45	EDT	11.30	P	7420	P
USGS	03290500	2013-07-02 16:00	EDT	11.33	P	7510	P
USGS	03290500	2013-07-02 16:15	EDT	11.33	P	7510	P
USGS	03290500	2013-07-02 16:30	EDT	11.35	P	7580	P
USGS	03290500	2013-07-02 16:45	EDT	11.36	P	7610	P
USGS	03290500	2013-07-02 17:00	EDT	11.37	P	7640	P
USGS	03290500	2013-07-02 17:15	EDT	11.39	P	7710	P
USGS	03290500	2013-07-02 17:30	EDT	11.40	P	7740	P
USGS	03290500	2013-07-02 17:45	EDT	11.41	P	7770	P
USGS	03290500	2013-07-02 18:00	EDT	11.42	P	7810	P
USGS	03290500	2013-07-02 18:15	EDT	11.43	P	7840	P
USGS	03290500	2013-07-02 18:30	EDT	11.43	P	7840	P
USGS	03290500	2013-07-02 18:45	EDT	11.45	P	7900	P
USGS	03290500	2013-07-02 19:00	EDT	11.46	P	7940	P
USGS	03290500	2013-07-02 19:15	EDT	11.47	P	7970	P
USGS	03290500	2013-07-02 19:30	EDT	11.49	P	8030	P
USGS	03290500	2013-07-02 19:45	EDT	11.49	P	8030	P
USGS	03290500	2013-07-02 20:00	EDT	11.50	P	8070	P
USGS	03290500	2013-07-02 20:15	EDT	11.51	P	8100	P
USGS	03290500	2013-07-02 20:30	EDT	11.52	P	8130	P
USGS	03290500	2013-07-02 20:45	EDT	11.53	P	8170	P
USGS	03290500	2013-07-02 21:00	EDT	11.54	P	8200	P
USGS	03290500	2013-07-02 21:15	EDT	11.54	P	8200	P
USGS	03290500	2013-07-02 21:30	EDT	11.55	P	8230	P
